block_geoid,pop
360470132001002,305
360470132002000,120
360470132002002,490
360470132002003,694
360470132002004,439
360470132002006,0
360470132002007,0
360470133001000,510
360470133002001,675
360470133004000,560
360470133001001,509
360470133002000,569
360470133003000,552
360470133003001,443
360470133004001,593
360470134001016,246
360470134002002,371
360470134003002,341
360470134001000,124
360470134001001,109
360470134001002,19
360470134001003,0
360470134001004,0
360470134001005,0
360470134001006,0
360470134001007,0
360470134001008,0
360470134001009,126
360470134001010,58
360470134001011,197
360470134001012,23
360470134001013,174
360470134001014,42
360470134001015,209
360470134001017,179
360470134002000,526
360470134002001,410
360470134003000,512
360470134003001,378
360470134003003,168
360470135001001,747
360470135002002,487
360470135003000,367
360470135001000,390
360470135002000,25
360470135002001,561
360470135002003,317
360470135003001,905
360470136001000,0
360470136001003,169
360470136001006,151
360470136003000,388
360470136001001,0
360470136001002,0
360470136001004,446
360470136001005,299
360470136002000,391
360470136002001,637
360470136003001,443
360470136004000,514
360470136004001,641
360470137001000,623
360470137002001,411
360470137003002,389
360470137001001,468
360470137002000,618
360470137003000,336
360470137003001,166
360470137003003,395
360470138002001,397
360470138003000,543
360470138003001,306
360470138001000,214
360470138001001,379
360470138001002,570
360470138001003,378
360470138002000,460
360470139001000,429
360470139001001,480
360470139002000,651
360470139002001,528
360470139003000,423
360470139003001,456
360470139004000,409
360470139004001,351
360470140001001,222
360470140002000,73
360470140002004,199
360470140002007,298
360470140001000,372
360470140001002,270
360470140001003,152
360470140002001,84
360470140002002,105
360470140002003,182
360470140002005,111
360470140002006,68
360470141011002,452
360470141011000,163
360470141011001,649
360470141011003,357
360470141021001,440
360470141021000,446
360470141022000,458
360470141022001,514
360470142001001,172
360470142001004,113
360470142001007,0
360470142001010,0
360470142001000,346
360470142001002,0
360470142001003,0
360470142001005,184
360470142001006,71
360470142001008,143
360470142001009,0
360470142001011,0
360470142001012,0
360470142001013,0
360470142001014,0
360470142001015,222
360470142002000,595
360470142002001,363
360470142003000,627
360470142003001,598
360470143002003,152
360470143003001,490
360470143001000,136
360470143001001,246
360470143001002,0
360470143001003,0
360470143001004,86
360470143001005,371
360470143001006,417
360470143002000,303
360470143002001,405
360470143002002,306
360470143002004,68
360470143002005,102
360470143003000,122
360470143003002,501
360470145001001,315
360470145002000,620
360470145003001,349
360470145004002,543
360470145003002,456
360470145001000,465
360470145001002,433
360470145001003,25
360470145002001,601
360470145003000,168
360470145004000,167
360470145004001,175
360470145004003,87
360470147001001,0
360470147002001,544
360470147001000,214
360470147001002,501
360470147002000,495
360470147002002,488
360470148001001,186
360470148002002,185
360470148001000,194
360470148001002,170
360470148002000,151
360470148002001,154
360470148002003,204
360470149011001,463
360470149011000,371
360470149012000,488
360470149012001,207
360470149023002,200
360470149023003,300
360470149021000,582
360470149021001,368
360470149021002,529
360470149022000,185
360470149022001,219
360470149022002,281
360470149022003,275
360470149023000,425
360470149023001,237
360470150002002,242
360470150001000,265
360470150001001,322
360470150001002,295
360470150002000,177
360470150002001,230
360470150002003,260
360470151001001,395
360470151003000,456
360470151001000,508
360470151002000,501
360470151002001,541
360470151003001,563
360470151004000,354
360470151004001,378
360470152001000,274
360470152001003,36
360470152002001,117
360470152002004,241
360470152003003,265
360470152001001,163
360470152001002,146
360470152001004,54
360470152002000,254
360470152002002,118
360470152002003,110
360470152003000,97
360470152003001,216
360470152003002,371
360470152003004,83
360470153001001,9
360470153003000,370
360470153004001,386
360470153001000,128
360470153002000,429
360470153002001,482
360470153003001,449
360470153004000,380
360470154001000,0
360470154001001,9
360470154001002,0
360470155004000,471
360470155004001,289
360470155001000,229
360470155001001,475
360470155002000,521
360470155002001,454
360470155003000,550
360470155003001,477
360470157002000,614
360470157001000,615
360470157001001,428
360470157002001,416
360470157003000,454
360470157003001,204
360470157003002,176
360470157003003,489
360470157004000,643
360470157004001,408
360470159004000,355
360470159005001,0
360470159006000,522
360470159006003,357
360470159006004,160
360470159001000,505
360470159001001,288
360470159001002,191
360470159002000,459
360470159002001,393
360470159002002,59
360470159003000,564
360470159003001,365
360470159004001,633
360470159005000,0
360470159005002,0
360470159005003,0
360470159005004,0
360470159006001,166
360470159006002,189
360470160001001,0
360470160001004,0
360470160002001,598
360470160003003,160
360470160004002,113
360470160004005,392
360470160003002,367
360470160001000,259
360470160001002,687
360470160001003,0
360470160001005,387
360470160002000,409
360470160003000,194
360470160003001,457
360470160004000,161
360470160004001,248
360470160004003,0
360470160004004,30
360470161001002,79
360470161001000,493
360470161001001,449
360470161001003,131
360470161002000,0
360470161003000,810
360470161003001,381
360470161004000,0
360470161004001,165
360470161004002,428
360470161004003,58
360470161004004,456
360470162002004,320
360470162002007,0
360470162002011,0
360470162001000,203
360470162001001,516
360470162001002,308
360470162002000,0
360470162002001,436
360470162002002,204
360470162002003,231
360470162002005,0
360470162002006,0
360470162002008,0
360470162002009,0
360470162002010,0
360470163002001,347
360470163003001,828
360470163001000,0
360470163002000,1023
360470163002002,537
360470163003000,589
360470163004000,764
360470164000002,0
360470164001003,0
360470164001006,0
360470164001009,0
360470164001012,29
360470164001016,0
360470164001019,0
360470164000001,0
360470164001000,0
360470164001001,60
360470164001002,0
360470164001004,0
360470164001005,15
360470164001007,167
360470164001008,30
360470164001010,0
360470164001011,122
360470164001013,0
360470164001014,0
360470164001015,12
360470164001017,0
360470164001018,0
360470164001020,0
360470164001021,0
360470164001022,0
360470164001023,0
360470164001024,0
360470164001025,0
360470164001026,196
360470164001027,61
360470164001028,46
360470164001029,37
360470165004000,418
360470165001000,533
360470165001001,646
360470165002000,413
360470165002001,537
360470165002002,499
360470165003000,314
360470165003001,551
360470165003002,598
360470165004001,571
360470166001002,172
360470166001005,128
360470166002001,57
360470166002004,91
360470166002003,125
360470166001000,140
360470166001001,159
360470166001003,116
360470166001004,130
360470166001006,161
360470166002000,231
360470166002002,153
360470166002005,115
360470166002006,190
360470167001001,730
360470167003000,474
360470167004001,370
360470167001000,329
360470167002000,534
360470167002001,477
360470167003001,765
360470167004000,553
360470167004002,522
360470168001000,260
360470168001004,122
360470168001009,0
360470168000001,0
360470168001001,288
360470168001002,384
360470168001003,207
360470168001005,264
360470168001006,170
360470168001007,0
360470168001008,0
360470169001000,539
360470169001001,292
360470169002000,734
360470169002001,410
360470169003000,433
360470169003001,28
360470169003002,159
360470169003003,210
360470169004000,609
360470169004001,382
360470169005000,349
360470169005001,314
360470170002001,403
360470170003000,387
360470170001000,438
360470170001001,190
360470170001002,331
360470170002000,428
360470170002002,375
360470170002003,168
360470170003001,280
360470170003002,306
360470170003003,298
360470171001003,125
360470171002001,195
360470171003002,279
360470171004001,165
360470171004004,115
360470171001000,513
360470171001002,256
360470171001004,36
360470171002000,323
360470171002002,224
360470171003000,270
360470171003001,66
360470171003003,250
360470171004000,172
360470171004002,357
360470171004003,63
360470171001001,308
360470172001002,424
360470172001006,146
360470172002001,349
360470172002004,251
360470172001000,351
360470172001001,35
360470172001003,305
360470172001004,74
360470172001005,297
360470172001007,170
360470172002000,335
360470172002002,219
360470172002003,207
360470172002005,137
360470174001000,369
360470174001004,0
360470174000001,0
360470174001001,320
360470174001002,331
360470174001003,0
360470174001005,0
360470174002000,323
360470174002001,310
360470174002002,297
360470175001000,5
360470175001001,0
360470176002001,418
360470176000001,0
360470176001000,303
360470176001001,425
360470176001002,346
360470176001003,0
360470176001004,0
360470176001005,0
360470176002000,333
360470176002002,379
360470176002003,214
360470177001000,0
360470177001004,0
360470177001007,0
360470177001010,0
360470177001013,0
360470177001012,0
360470177001001,0
360470177001002,0
360470177001003,0
360470177001005,15
360470177001006,0
360470177001008,0
360470177001009,0
360470177001011,0
360470177001014,0
360470178001002,484
360470178001005,58
360470178002002,89
360470178002005,317
360470178001000,214
360470178001001,80
360470178001003,108
360470178001004,380
360470178002000,396
360470178002001,149
360470178002003,72
360470178002004,82
360470178002006,220
360470178002007,310
360470179001001,556
360470179002001,97
360470179001000,0
360470179001002,861
360470179002000,585
360470179002002,211
360470179002003,705
360470179002004,50
360470179002005,91
360470179003000,333
360470179003001,406
360470179003002,0
360470179003003,0
360470180001000,282
360470180001001,304
360470180001002,471
360470180001003,390
360470180002000,501
360470180002001,238
360470180002002,440
360470180002003,499
360470181002000,422
360470181002003,159
360470181003002,82
360470181004002,302
360470181001001,411
360470181001000,635
360470181002001,153
360470181002002,112
360470181003000,929
360470181003001,202
360470181004000,404
360470181004001,124
360470181004003,269
360470182001002,487
360470182002001,115
360470182002004,492
360470182001000,335
360470182001001,386
360470182001003,20
360470182002000,0
360470182002002,648
360470182002003,488
360470182002005,426
360470182002006,348
360470183001000,486
360470183001003,312
360470183003000,381
360470183001001,331
360470183001002,79
360470183002000,432
360470183002001,442
360470183003001,321
360470184001001,55
360470184001000,384
360470184001002,138
360470184001003,331
360470184001004,323
360470184002000,259
360470184002001,312
360470184002002,310
360470184002003,348
360470185014000,665
360470185011000,0
360470185011001,0
360470185011002,711
360470185012000,0
360470185012001,0
360470185012002,0
360470185012003,1599
360470185013000,945
360470185013001,319
360470185014001,222
360470186001001,347
360470186001004,327
360470186002000,356
360470186002001,409
360470186002002,322
360470186001000,403
360470186001002,94
360470186001003,106
360470187001000,0
360470187001003,0
360470187001006,493
360470187001001,0
360470187001002,0
360470187001004,0
360470187001005,501
360470187001007,342
360470188001001,251
360470188001005,133
360470188002002,425
360470188001000,276
360470188001002,326
360470188001003,303
360470188001004,0
360470188002000,341
360470188002001,346
360470188002003,333
360470188002004,221
360470190001000,402
360470190001003,0
360470190001001,552
360470190001002,533
360470190001004,205
360470190002000,522
360470190002001,216
360470190002002,410
360470190002003,89
360470190002004,51
360470190002005,261
360470190003000,543
360470190003001,498
360470190003002,301
360470190003003,161
360470190003004,109
360470191001002,0
360470191001005,0
360470191001009,505
360470191001012,561
360470191002002,40
360470191002005,0
360470191003000,0
360470191003003,0
360470191002004,0
360470191001000,52
360470191001001,13
360470191001003,10
360470191001004,0
360470191001006,0
360470191001007,0
360470191001008,70
360470191001010,257
360470191002000,0
360470191002001,0
360470191002003,0
360470191002006,367
360470191002007,340
360470191002008,403
360470191003001,0
360470191003002,0
360470191003004,348
360470191003005,461
360470191001011,0
360470192001000,648
360470192002001,135
360470192002005,354
360470192003001,422
360470192001001,471
360470192002000,494
360470192002002,0
360470192002003,0
360470192002004,154
360470192002006,0
360470192003000,0
360470192003002,355
360470192003003,434
360470192003004,0
360470192004000,0
360470192004001,74
360470193001000,527
360470193001001,784
360470193001002,1256
360470193001003,0
360470193002000,121
360470193002001,929
360470193003000,374
360470193003001,306
360470193003002,0
360470193004000,756
360470193004001,1226
360470194001000,639
360470194001003,101
360470194003001,364
360470194001001,635
360470194001002,143
360470194002000,418
360470194002001,500
360470194003000,20
360470194003002,182
360470194003003,568
360470195001000,322
360470195002001,581
360470195004000,517
360470195003001,199
360470195001001,499
360470195002000,331
360470195003000,1046
360470195004001,189
360470196001002,325
360470196002001,436
360470196003000,630
360470196003003,372
360470196001000,627
360470196001001,603
360470196001003,143
360470196002000,326
360470196002002,294
360470196002003,324
360470196003001,267
360470196003002,344
360470197002001,464
360470197003001,800
360470197001000,253
360470197001001,164
360470197002000,188
360470197002002,272
360470197003000,204
360470197003002,267
360470197003003,8
360470197004000,475
360470197004001,268
360470197004002,177
360470197004003,45
360470198001000,361
360470198001001,211
360470198001002,224
360470198002000,324
360470198002001,276
360470198002002,400
360470198002003,265
360470199003003,456
360470199002001,203
360470199001000,168
360470199001001,451
360470199002000,301
360470199002002,243
360470199002003,0
360470199003000,440
360470199003001,303
360470199003002,326
360470199004000,526
360470199004001,561
360470200001000,396
360470200002000,242
360470200001002,395
360470200001001,525
360470200002001,185
360470200002002,336
360470200002003,363
360470201001000,416
360470201002000,287
360470201003000,436
360470201004001,558
360470201001001,386
360470201001002,0
360470201002001,546
360470201002002,263
360470201003001,551
360470201004000,419
360470202002000,302
360470202002003,243
360470202001000,468
360470202001001,343
360470202001002,290
360470202002001,285
360470202002002,216
360470203001002,172
360470203001005,105
360470203001000,300
360470203001001,71
360470203001003,305
360470203001004,266
360470203002000,240
360470203002001,312
360470203002002,361
360470204001000,363
360470204001001,293
360470204001002,378
360470204002000,322
360470204002001,230
360470204002002,280
360470204002003,174
360470205003001,566
360470205001000,276
360470205001001,427
360470205001002,198
360470205002000,151
360470205002001,490
360470205002002,731
360470205003000,64
360470205003002,502
360470206001001,635
360470206002001,263
360470206001000,399
360470206001002,140
360470206001003,143
360470206002000,293
360470206002002,344
360470206002003,288
360470207001000,656
360470207002001,661
360470207003001,664
360470207003000,607
360470207001001,1342
360470207002000,941
360470207002002,0
360470208002000,397
360470208003000,344
360470208003003,194
360470208001000,344
360470208001001,196
360470208001002,468
360470208002001,490
360470208002002,504
360470208003001,123
360470208003002,488
360470208003004,234
360470210001001,614
360470210002002,386
360470210003002,376
360470210001000,541
360470210001002,433
360470210002000,533
360470210002001,605
360470210003000,505
360470210003001,495
360470211001000,525
360470211001001,21
360470211002000,120
360470211002001,802
360470211002002,145
360470211002003,181
360470211002004,108
360470211002005,204
360470211002006,0
360470211003000,0
360470211003001,20
360470211003002,97
360470211003003,24
360470211003004,28
360470211003005,195
360470211003006,35
360470212001000,191
360470212001003,460
360470212002002,553
360470212003002,781
360470212001001,237
360470212001002,702
360470212001004,536
360470212002000,497
360470212002001,523
360470212003000,75
360470212003001,573
360470212003003,150
360470213001001,0
360470213001004,254
360470213002000,257
360470213002003,695
360470213003002,254
360470213001003,0
360470213001000,0
360470213001002,0
360470213001005,333
360470213001006,277
360470213001007,0
360470213002001,25
360470213002002,956
360470213003000,0
360470213003001,410
360470213003003,419
360470213003004,0
360470214001000,28
360470214002002,177
360470214003001,306
360470214001001,0
360470214002000,608
360470214002001,506
360470214002003,0
360470214003000,0
360470214003002,470
360470214003003,0
360470214003004,79
360470214003005,0
360470214003006,328
360470215004000,2256
360470215004001,0
360470215001000,281
360470215001001,589
360470215002000,605
360470215002001,358
360470215002002,0
360470215003000,1480
360470216001000,615
360470216002000,368
360470216003000,558
360470216001001,457
360470216001002,317
360470216002001,439
360470216002002,334
360470216003001,355
360470216003002,837
360470217001001,763
360470217002000,354
360470217002003,0
360470217001000,292
360470217001002,382
360470217001003,289
360470217002001,1218
360470217002002,778
360470217002004,0
360470217002005,275
360470218001000,240
360470218001004,125
360470218002002,406
360470218003002,446
360470218001001,376
360470218001002,675
360470218001003,70
360470218002000,454
360470218002001,511
360470218003000,408
360470218003001,480
360470219002000,253
360470219001000,347
360470219001001,749
360470219002001,580
360470219002002,90
360470219002003,524
360470219003000,243
360470219003001,186
360470219003002,102
360470219003003,96
360470219003004,620
360470219003005,435
360470219003006,0
360470219003007,0
360470220002001,406
360470220002004,582
360470220004000,176
360470220004003,273
360470220001000,804
360470220001001,984
360470220002000,0
360470220002002,256
360470220002003,0
360470220003000,523
360470220003001,620
360470220003002,110
360470220004001,350
360470220004002,469
360470220004004,107
360470220004005,0
360470221001000,0
360470221001003,761
360470221002001,648
360470221003001,212
360470221001002,212
360470221001001,79
360470221001004,525
360470221001005,0
360470221002000,113
360470221002002,654
360470221003000,109
360470221003002,584
360470222001001,726
360470222002001,290
360470222003001,21
360470222003004,739
360470222001000,605
360470222001002,712
360470222002000,167
360470222002002,144
360470222002003,692
360470222003000,757
360470222003002,68
360470222003003,18
360470222003005,418
360470222003006,141
360470222003007,135
360470224001000,539
360470224001001,476
360470224001002,232
360470224002000,813
360470224002001,758
360470224003000,915
360470224003001,571
360470224004000,481
360470224004001,491
360470224004002,527
360470224004003,314
360470226001002,313
360470226001005,25
360470226002002,539
360470226001000,435
360470226001001,71
360470226001003,204
360470226001004,269
360470226001006,56
360470226002000,225
360470226002001,527
360470227001002,400
360470227002001,439
360470227003000,174
360470227004001,246
360470227004004,488
360470227002003,61
360470227001000,328
360470227001001,0
360470227001003,192
360470227002000,349
360470227002002,245
360470227003001,321
360470227003002,431
360470227004000,307
360470227004002,51
360470227004003,483
360470228001002,0
360470228002001,374
360470228003001,138
360470228001000,753
360470228001001,0
360470228001003,650
360470228002000,193
360470228002002,491
360470228002003,457
360470228003000,150
360470228003002,263
360470228003003,169
360470229001000,338
360470229001001,462
360470229002000,384
360470229002001,295
360470229002002,160
360470229002003,101
360470229003000,520
360470229003001,320
360470229004000,558
360470229004001,501
360470229004002,284
360470230001000,670
360470230001001,605
360470230001002,183
360470230001003,274
360470230002000,425
360470230002001,210
360470230002002,423
360470230003000,515
360470230003001,523
360470230003002,614
360470231001000,745
360470231002002,163
360470231003001,598
360470231001001,489
360470231002000,526
360470231002001,694
360470231002003,440
360470231003000,177
360470232001002,535
360470232002002,604
360470232004001,287
360470232005001,799
360470232004002,419
360470232001000,499
360470232001001,391
360470232002000,502
360470232002001,538
360470232003000,521
360470232003001,660
360470232004000,248
360470232005000,379
360470233001002,443
360470233003000,371
360470233003004,80
360470233003007,453
360470233001000,428
360470233001001,462
360470233002000,1472
360470233002001,1116
360470233003001,524
360470233003002,152
360470233003003,86
360470233003005,94
360470233003006,280
360470234001000,851
360470234001001,428
360470234001002,580
360470234002000,851
360470234002001,648
360470234002002,478
360470234003000,842
360470234003001,613
360470234003002,632
360470235002003,287
360470235001000,797
360470235001001,1053
360470235001002,289
360470235001003,952
360470235002000,842
360470235002001,1165
360470235002002,536
360470236001002,607
360470236003001,991
360470236001000,479
360470236001001,566
360470236002000,1059
360470236002001,916
360470236003000,527
360470236004000,422
360470236004001,981
360470238001000,708
360470238002000,980
360470238003000,470
360470238002002,741
360470238001001,354
360470238001002,550
360470238002001,468
360470238003001,547
360470238003002,596
360470240001001,696
360470240002002,172
360470240002005,474
360470240003001,577
360470240001000,705
360470240002000,0
360470240002001,92
360470240002003,234
360470240002004,237
360470240002006,498
360470240003000,575
360470240003002,905
360470241001002,114
360470241001005,575
360470241001000,126
360470241001001,33
360470241001003,275
360470241001004,765
360470241001006,60
360470241002000,476
360470241002001,170
360470241002002,581
360470242001000,413
360470242001001,383
360470242001002,189
360470242001003,35
360470242001004,15
360470242001005,438
360470242002000,126
360470242002001,32
360470242002002,381
360470242002003,412
360470242002004,504
360470242002005,361
360470243001000,423
360470243002000,775
360470243001001,398
360470243001002,733
360470243002001,629
360470243003000,497
360470243003001,892
360470244001000,483
360470244002001,539
360470244003001,481
360470244001001,465
360470244002000,462
360470244002002,341
360470244003000,390
360470244003002,490
360470245001001,467
360470245004000,354
360470245001000,508
360470245002000,835
360470245002001,803
360470245003000,789
360470245004001,356
360470245004002,145
360470246001000,368
360470246002000,467
360470246003000,415
360470246001001,434
360470246001002,307
360470246002001,446
360470246002002,277
360470246003001,399
360470246003002,323
360470247001001,438
360470247002000,490
360470247001000,37
360470247001002,572
360470247001003,549
360470247002001,37
360470247002002,87
360470247002003,51
360470247002004,271
360470247002005,288
360470248002004,514
360470248001000,304
360470248001001,285
360470248001002,139
360470248001003,363
360470248001004,68
360470248001005,157
360470248002000,20
360470248002001,145
360470248002002,0
360470248002003,238
360470248002005,414
360470249001001,478
360470249003001,497
360470249001000,639
360470249002000,737
360470249002001,646
360470249003000,760
360470249004000,282
360470249004001,225
360470250001000,0
360470250001003,31
360470250001006,206
360470250002002,240
360470250002005,239
360470250001005,52
360470250001001,98
360470250001002,45
360470250001004,74
360470250001007,355
360470250002000,66
360470250002001,0
360470250002003,252
360470250002004,90
360470251002000,559
360470251003001,460
360470251001000,486
360470251001001,763
360470251002001,954
360470251003000,987
360470252002001,1002
360470252003002,191
360470252001000,449
360470252001001,324
360470252002000,574
360470252003000,512
360470252003001,203
360470252003003,183
360470252003004,193
360470252004000,1187
360470252004001,482
360470253001000,864
360470253001001,698
360470253002000,591
360470253002001,708
360470253003000,348
360470253003001,154
360470253003002,0
360470253003003,154
360470254002001,223
360470254003000,339
360470254001000,437
360470254001001,360
360470254001002,306
360470254002000,506
360470254002002,71
360470254002003,385
360470254003001,182
360470254003002,195
360470254003003,646
360470255001000,2742
360470255002000,2057
360470256001001,308
360470256001004,220
360470256002001,367
360470256001005,88
360470256001000,251
360470256001002,348
360470256001003,262
360470256002000,428
360470256002002,672
360470256002003,422
360470257001001,146
360470257002000,221
360470257003001,16
360470257001000,542
360470257001002,257
360470257001003,704
360470257002001,283
360470257003000,364
360470257003002,34
360470257003003,255
360470258001000,568
360470258002001,610
360470258003001,528
360470258001001,399
360470258001002,586
360470258002000,714
360470258002002,471
360470258003000,736
360470258003002,461
360470259011000,589
360470259011001,769
360470259011002,258
360470259011003,712
360470259021000,3560
360470260001000,376
360470260001001,408
360470260001002,481
360470260002000,472
360470260002001,460
360470260003000,326
360470260003001,399
360470260003002,326
360470260003003,408
360470261002001,310
360470261004000,310
360470261005000,580
360470261001000,792
360470261001001,565
360470261002000,318
360470261002002,551
360470261003000,634
360470261003001,761
360470261004001,485
360470261004002,491
360470261005001,682
360470262001001,339
360470262001004,323
360470262002003,101
360470262002006,310
360470262001003,234
360470262001000,287
360470262001002,273
360470262002000,85
360470262002001,90
360470262002002,0
360470262002004,0
360470262002005,346
360470262002007,338
360470263001001,0
360470263001004,788
360470263001000,457
360470263001002,462
360470263001003,381
360470264002001,452
360470264003002,669
360470264001000,489
360470264001001,362
360470264002000,674
360470264003000,435
360470264003001,280
360470264003003,285
360470264003004,49
360470264003005,26
360470264004000,365
360470264004001,547
360470264004002,470
360470265002000,634
360470265004000,636
360470265001000,723
360470265001001,563
360470265002001,616
360470265003000,549
360470265003001,531
360470265004001,133
360470266001001,411
360470266002001,461
360470266003001,351
360470266001000,383
360470266001002,512
360470266002000,490
360470266002002,600
360470266003000,361
360470266003002,392
360470267002000,570
360470267003001,521
360470267004001,583
360470267001000,511
360470267001001,521
360470267002001,451
360470267003000,356
360470267003002,210
360470267004000,505
360470268002000,275
360470268003000,481
360470268001000,465
360470268001001,789
360470268002001,251
360470268002002,165
360470268002003,279
360470268003001,397
360470268003002,339
360470268003003,281
360470268004000,506
360470268004001,458
360470269001000,454
360470269001001,472
360470269002000,536
360470269002001,373
360470269003000,0
360470269003001,697
360470269003002,473
360470270001002,623
360470270002002,280
360470270001000,299
360470270001001,495
360470270002000,353
360470270002001,390
360470270002003,279
360470271001002,0
360470271001005,56
360470271002001,525
360470271002003,209
360470271001000,151
360470271001001,928
360470271001003,341
360470271001004,451
360470271001006,293
360470271002000,6
360470271002002,533
360470272001000,485
360470272003000,295
360470272001001,631
360470272002000,798
360470272002001,579
360470272003001,363
360470272003002,482
360470273001000,447
360470273002001,64
360470273003001,310
360470273003005,0
360470273001001,289
360470273002000,92
360470273002002,518
360470273003000,361
360470273003002,349
360470273003003,81
360470273003004,620
360470274001002,381
360470274001000,192
360470274001001,414
360470274001003,276
360470274002000,380
360470274002001,187
360470274002002,165
360470274002003,518
360470274002004,306
360470274002005,453
360470275004001,486
360470275003001,522
360470275004000,609
360470275001000,147
360470275001001,628
360470275002000,367
360470275002001,235
360470275002002,360
360470275002003,258
360470275003000,459
360470276002000,707
360470276003002,149
360470276001000,692
360470276001001,700
360470276002001,490
360470276003000,560
360470276003001,524
360470276003003,64
360470277001001,678
360470277003000,0
360470277004001,679
360470277004000,674
360470277001000,765
360470277002000,501
360470277002001,484
360470277003001,570
360470278001003,412
360470278002002,328
360470278001000,538
360470278001001,653
360470278001002,194
360470278002000,38
360470278002001,320
360470278002003,648
360470278002004,411
360470279001000,472
360470279002001,424
360470279004001,427
360470279001001,563
360470279002000,488
360470279003000,468
360470279003001,441
360470279004000,391
360470280001001,421
360470280000001,0
360470280001000,327
360470280001002,0
360470280001003,0
360470280001004,0
360470280002000,50
360470280002001,79
360470280002002,325
360470280002003,351
360470280002004,207
360470280002005,102
360470281003003,537
360470281001000,551
360470281001001,777
360470281001002,375
360470281002000,702
360470281002001,522
360470281003000,204
360470281003001,538
360470281003002,316
360470281003004,278
360470282001000,408
360470282001003,0
360470282002001,0
360470282003000,171
360470282000001,0
360470282001001,286
360470282001002,846
360470282001004,0
360470282001005,0
360470282002000,196
360470282002002,422
360470282002003,485
360470282003001,468
360470283001001,420
360470283003000,572
360470283001000,841
360470283002000,779
360470283002001,527
360470283003001,794
360470284001000,508
360470284001001,763
360470284002000,553
360470284002001,614
360470284002002,301
360470284003000,613
360470284003001,597
360470284003002,447
360470285011000,138
360470285011001,445
360470285011002,53
360470285021000,1388
360470285021001,1270
360470286001002,0
360470286004000,269
360470286005000,417
360470286000001,0
360470286000002,0
360470286001000,1315
360470286001001,26
360470286001003,0
360470286002000,1334
360470286003000,1184
360470286004001,287
360470286004002,411
360470286005001,375
360470286005002,476
360470287001000,86
360470287001003,0
360470287002000,304
360470287003000,410
360470287001001,217
360470287001002,87
360470287001004,192
360470287001005,424
360470287001006,202
360470287002001,82
360470287002002,150
360470287003001,274
360470287003002,675
360470288001000,318
360470288002000,968
360470288003002,511
360470288001001,381
360470288001002,397
360470288002001,348
360470288003000,500
360470288003001,477
360470289001002,314
360470289001000,209
360470289001001,324
360470289001003,0
360470289002000,679
360470289002001,414
360470289003000,501
360470289003001,226
360470289004000,658
360470289004001,608
360470290001000,605
360470290001001,560
360470290002000,577
360470290002001,783
360470290003000,313
360470290003001,426
360470290003002,539
360470290003003,574
360470291001001,426
360470291002001,397
360470291001000,250
360470291001002,425
360470291002000,649
360470291003000,357
360470291003001,538
360470292001000,358
360470292002000,394
360470292002003,127
360470292003002,0
360470292003001,0
360470292000001,0
360470292001001,436
360470292001002,696
360470292002001,344
360470292002002,426
360470292003000,0
360470292003003,0
360470293002000,198
360470293003001,467
360470293001000,552
360470293001001,144
360470293002001,673
360470293003000,471
360470293004000,455
360470293004001,442
360470294000001,0
360470294001002,380
360470294001006,0
360470294001009,0
360470294001000,418
360470294001001,495
360470294001003,985
360470294001004,0
360470294001005,0
360470294001007,0
360470294001008,20
360470294001010,0
360470295001000,502
360470295001001,288
360470295001002,184
360470295002000,514
360470295002001,490
360470295003000,601
360470295003001,343
360470295004000,489
360470295004001,288
360470295004002,152
360470296003000,511
360470296004001,470
360470296002002,610
360470296001000,281
360470296001001,427
360470296001002,743
360470296002000,697
360470296002001,361
360470296003001,541
360470296003002,523
360470296004000,829
360470297003002,396
360470297001002,472
360470297002002,0
360470297001000,146
360470297003000,348
360470297003001,340
360470297001001,449
360470297002000,400
360470297002001,410
360470297002003,960
360470298001003,442
360470298001006,56
360470298002002,186
360470298003000,357
360470298001005,167
360470298001000,39
360470298001001,72
360470298001002,419
360470298001004,466
360470298002000,349
360470298002001,436
360470298002003,133
360470298002004,68
360470298003001,431
360470298003002,334
360470299001001,139
360470299001004,250
360470299001000,354
360470299001002,274
360470299001003,209
360470299002000,419
360470299002001,240
360470299002002,154
360470299002003,169
360470299002004,288
360470300001000,572
360470300001001,471
360470300002000,421
360470300002001,463
360470300003000,456
360470300003001,398
360470300004000,408
360470300004001,293
360470300005000,407
360470300005001,335
360470300006000,0
360470301001000,465
360470301001003,212
360470301002003,267
360470301003002,207
360470301003005,49
360470301003007,64
360470301001001,247
360470301001002,268
360470301002000,190
360470301002001,76
360470301002002,159
360470301003000,253
360470301003001,44
360470301003003,173
360470301003004,194
360470301003006,102
360470302001000,305
360470302002000,506
360470302003000,525
360470302001001,472
360470302001002,218
360470302001003,478
360470302002001,613
360470302002002,428
360470302003001,390
360470302003002,456
360470303001000,864
360470303001003,461
360470303002003,22
360470303003001,209
360470303001001,133
360470303001002,548
360470303002000,0
360470303002001,335
360470303002002,373
360470303002004,242
360470303003000,0
360470303003002,567
360470303003003,556
360470303003004,642
360470304002000,569
360470304002003,42
360470304003002,376
360470304003005,0
360470304003008,155
360470304000001,0
360470304000002,0
360470304001000,211
360470304001001,310
360470304001002,404
360470304001003,98
360470304001004,214
360470304001005,159
360470304001006,0
360470304001007,0
360470304001008,0
360470304001009,0
360470304001010,150
360470304002001,433
360470304002002,388
